Threshold equalization distributions
Type: THL with noise edge
From: 500
To: 100
Step: -2
Chip 0
Adj. bits 0	Adj. bits 15	Adj. equalized
       408	         0	         0
       269	         0	         0
       140	         0	         0
        69	         0	         0
        58	         0	         0
        21	         0	         0
         9	         0	         0
         5	         0	         0
         0	         0	         0
         2	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
Chip 1
Adj. bits 0	Adj. bits 15	Adj. equalized
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         1	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         3	         0
         0	         6	         0
         0	        10	         0
         0	         7	         0
         0	        48	         0
         0	        56	         0
         0	       110	         0
         0	       200	         0
         0	       368	         0
         0	       540	         0
         0	       811	         0
         0	      1154	         0
         0	      1725	         0
         0	      2188	         0
         0	      3070	         0
         0	      3337	         0
         0	      4411	         0
         0	      4435	         0
         0	      5620	         0
         0	      5306	         0
         0	      5409	         0
         0	      5312	         0
         0	      4362	         0
         0	      4153	         0
         0	      3640	         0
         1	      2453	         0
         0	      2077	         0
         0	      1634	         0
         2	      1031	         3
         4	       820	         7
         9	       481	        97
        10	       322	      1321
        27	       187	     11615
        60	       126	     26411
       125	        68	     21235
       161	        26	      4584
       324	        14	       241
       502	         8	        16
       687	         5	         5
      1188	         2	         1
      1570	         0	         0
      2104	         0	         0
      3024	         0	         0
      3367	         0	         0
      4131	         0	         0
      5004	         0	         0
      5434	         0	         0
      5021	         0	         0
      5729	         0	         0
      5139	         0	         0
      4591	         0	         0
      4116	         0	         0
      3589	         0	         0
      2654	         0	         0
      2079	         0	         0
      1703	         0	         0
      1130	         0	         0
       675	         0	         0
       550	         0	         0
       339	         0	         0
       219	         0	         0
       135	         0	         0
        73	         0	         0
        25	         0	         0
        18	         0	         0
        11	         0	         0
         5	         0	         0
         1	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
         0	         0	         0
